epoch;custom_accuracy;loss;val_custom_accuracy;val_loss
0;0.7471289038658142;0.13357555866241455;0.7510209679603577;0.12560498714447021
1;0.7565944790840149;0.12498072534799576;0.7662728428840637;0.12403891980648041
2;0.7744297385215759;0.12267117202281952;0.7827887535095215;0.12131747603416443
3;0.7884219884872437;0.12000082433223724;0.7934167981147766;0.11874884366989136
4;0.8013831377029419;0.11682841181755066;0.806868851184845;0.11497028917074203
5;0.815500020980835;0.11264421790838242;0.8224939703941345;0.11040949076414108
6;0.8326064348220825;0.1075085923075676;0.8406632542610168;0.10459626466035843
7;0.8529398441314697;0.10065734386444092;0.8622397184371948;0.09672762453556061
8;0.876971960067749;0.09193188697099686;0.8882442712783813;0.08717404305934906
9;0.9024316072463989;0.0812864825129509;0.9141830205917358;0.07548147439956665
10;0.9266856908798218;0.06925231218338013;0.9377771615982056;0.06339115649461746
11;0.9478933215141296;0.05748425051569939;0.9572749137878418;0.05190775543451309
12;0.9653115272521973;0.04646932706236839;0.9723940491676331;0.041383713483810425
13;0.9783348441123962;0.03663380444049835;0.9832170605659485;0.0324268639087677
14;0.9868897199630737;0.02854904532432556;0.9896564483642578;0.025136858224868774
15;0.9920942783355713;0.021998589858412743;0.9940758347511292;0.01926049403846264
16;0.9952352046966553;0.01683010347187519;0.9961484670639038;0.014736972749233246
17;0.9967563152313232;0.012915488332509995;0.9971681237220764;0.0113521171733737
18;0.9975016117095947;0.009987477213144302;0.9976366758346558;0.0088404081761837
19;0.9977540969848633;0.007843788713216782;0.9978660345077515;0.007029867265373468
20;0.9979656934738159;0.006267673801630735;0.9980300068855286;0.005657055880874395
21;0.9980409145355225;0.005132921971380711;0.9980400204658508;0.00471321027725935
22;0.9980468153953552;0.004333720542490482;0.9980432391166687;0.004029911011457443
23;0.9980489015579224;0.0037493989802896976;0.9980558156967163;0.0035006788093596697
24;0.9981668591499329;0.0032403552904725075;0.9981658458709717;0.003062077332288027
25;0.9981731176376343;0.0028973687440156937;0.9981658458709717;0.0027749943546950817
26;0.9981736540794373;0.0026510125026106834;0.998166024684906;0.0025620691012591124
27;0.9981736540794373;0.002466508187353611;0.998166024684906;0.002401923295110464
28;0.9981736540794373;0.002327465219423175;0.9981662631034851;0.002280032029375434
29;0.9981738328933716;0.0022213775664567947;0.9981664419174194;0.002186459256336093
30;0.9981738328933716;0.0021395592484623194;0.9981664419174194;0.0021138922311365604
31;0.9982528686523438;0.0020100560504943132;0.998288631439209;0.0019487987738102674
32;0.9982959032058716;0.0019137250492349267;0.998288631439209;0.0018986742943525314
33;0.9982959032058716;0.0018710370641201735;0.998288631439209;0.0018614332657307386
34;0.9982959032058716;0.0018384087597951293;0.998288631439209;0.0018325228011235595
35;0.9982959032058716;0.0018128259107470512;0.9982888698577881;0.0018096931744366884
36;0.9982959032058716;0.001792518887668848;0.9982888698577881;0.0017914798809215426
37;0.9982959032058716;0.0017762761563062668;0.9982888698577881;0.0017768674297258258
38;0.9982959032058716;0.0017632233211770654;0.9982888698577881;0.0017650967929512262
39;0.9982959032058716;0.0017526932060718536;0.9982888698577881;0.001755577395670116
40;0.9982959032058716;0.0017441650852560997;0.9982888698577881;0.0017478533554822206
41;0.9982959032058716;0.0017372386064380407;0.9982888698577881;0.0017415701877325773
42;0.9982959032058716;0.0017315968871116638;0.9982888698577881;0.0017364462837576866
43;0.9982959032058716;0.0017269902164116502;0.9982888698577881;0.0017322601052001119
44;0.9982959032058716;0.001723222085274756;0.9982888698577881;0.0017288289964199066
45;0.9981505274772644;0.0018455456010997295;0.9982888698577881;0.0017287286464124918
46;0.9982959032058716;0.0017190980724990368;0.9982888698577881;0.0017247273353859782
47;0.9983642101287842;0.001653378247283399;0.998408317565918;0.0016103347297757864
48;0.9984129667282104;0.0016035981243476272;0.998408317565918;0.0016065340023487806
49;0.9984129667282104;0.0016007769154384732;0.998408317565918;0.001604268909431994
50;0.9984129667282104;0.0015988466329872608;0.998408317565918;0.001602561678737402
51;0.9984129667282104;0.001597337075509131;0.998408317565918;0.0016011890256777406
52;0.9984129667282104;0.0015961029566824436;0.998408317565918;0.0016000521136447787
53;0.9984129667282104;0.0015950743108987808;0.998408317565918;0.0015990930842235684
54;0.9984129667282104;0.001594201079569757;0.998408317565918;0.0015982777113094926
55;0.9984129667282104;0.001593455788679421;0.998408317565918;0.0015975785208866
56;0.9984129667282104;0.0015928155044093728;0.998408317565918;0.0015969768865033984
57;0.9984129667282104;0.001592264394275844;0.998408317565918;0.0015964590711519122
58;0.9984129667282104;0.001591788837686181;0.998408317565918;0.0015960079617798328
59;0.9984129667282104;0.001591373817063868;0.998408317565918;0.001595612964592874
60;0.9984129667282104;0.0015910074580460787;0.998408317565918;0.001595263835042715
61;0.9984129667282104;0.0015906835906207561;0.998408317565918;0.0015949539374560118
62;0.9984129667282104;0.0015903926687315106;0.998408317565918;0.001594675239175558
63;0.9984129667282104;0.0015901313163340092;0.998408317565918;0.0015944233164191246
64;0.9984129667282104;0.0015898942947387695;0.998408317565918;0.0015941935125738382
65;0.9984129667282104;0.0015896795084699988;0.998408317565918;0.0015939839649945498
66;0.9984129667282104;0.001589481602422893;0.998408317565918;0.0015937919961288571
67;0.9984129667282104;0.0015893002273514867;0.998408317565918;0.0015936156269162893
68;0.9984129667282104;0.001589131890796125;0.998408317565918;0.001593451714143157
69;0.9984129667282104;0.001588978455401957;0.998408317565918;0.0015933025861158967
70;0.9984129667282104;0.0015888354973867536;0.998408317565918;0.0015931637026369572
71;0.9984129667282104;0.0015887039480730891;0.998408317565918;0.0015930363442748785
72;0.9982972145080566;0.001672060345299542;0.9954805970191956;0.0036357471253722906
73;0.997798502445221;0.0020714267157018185;0.998408317565918;0.0015955236740410328
74;0.9984129667282104;0.0015905522741377354;0.998408317565918;0.0015945698833093047
75;0.9984129667282104;0.0015899051213636994;0.998408317565918;0.001594109577126801
76;0.9984129667282104;0.0015895458636805415;0.998408317565918;0.0015938191208988428
77;0.9984129667282104;0.001589302089996636;0.998408317565918;0.0015936066629365087
78;0.9984129667282104;0.0015891153598204255;0.998408317565918;0.0015934386756271124
79;0.9984129667282104;0.0015889637870714068;0.998408317565918;0.0015932972310110927
80;0.9984129667282104;0.001588833867572248;0.998408317565918;0.001593171153217554
81;0.9984129667282104;0.0015886976616457105;0.998408317565918;0.0015929540386423469
82;0.9985071420669556;0.0014963202411308885;0.9985306262969971;0.001472456962801516
83;0.9985324740409851;0.001470336690545082;0.9985306262969971;0.001471801777370274
84;0.9985324740409851;0.0014699090970680118;0.9985306262969971;0.0014714995631948113
85;0.9985324740409851;0.001469672191888094;0.9985306262969971;0.001471299328841269
86;0.9985324740409851;0.0014694988494738936;0.9985306262969971;0.0014711410040035844
87;0.9985324740409851;0.0014693575212731957;0.9985306262969971;0.00147101073525846
88;0.9985324740409851;0.0014692404074594378;0.9985306262969971;0.001470901188440621
89;0.9985324740409851;0.001469140057452023;0.9985306262969971;0.0014708066591992974
90;0.9985324740409851;0.0014690542593598366;0.9985306262969971;0.0014707250520586967
91;0.9985324740409851;0.0014689791714772582;0.9985306262969971;0.0014706534566357732
92;0.9985324740409851;0.0014689125819131732;0.9985306262969971;0.0014705897774547338
93;0.9985324740409851;0.001468853559345007;0.9985306262969971;0.0014705326175317168
94;0.9985324740409851;0.0014688000082969666;0.9985306262969971;0.0014704805798828602
