epoch;custom_accuracy;loss;val_custom_accuracy;val_loss
0;0.4998839795589447;0.2500649392604828;0.5001623630523682;0.25000348687171936
1;0.5014263391494751;0.2499992698431015;0.49987202882766724;0.2500110864639282
2;0.5023066997528076;0.24999263882637024;0.5000016689300537;0.2500147819519043
3;0.5033796429634094;0.24997982382774353;0.5000641345977783;0.25003379583358765
4;0.5049839019775391;0.24995318055152893;0.49981963634490967;0.2500581443309784
5;0.5069753527641296;0.24990904331207275;0.49997779726982117;0.25009191036224365
6;0.5093823671340942;0.249838724732399;0.5000464916229248;0.25013452768325806
7;0.5117293000221252;0.24974854290485382;0.5000206232070923;0.2502221167087555
8;0.5140699744224548;0.2496419996023178;0.4999263286590576;0.25030139088630676
9;0.5162631273269653;0.24952904880046844;0.49985408782958984;0.25039416551589966
10;0.5180671811103821;0.24941858649253845;0.4998685121536255;0.2505119740962982
11;0.5197373032569885;0.2493087649345398;0.5000088214874268;0.25059133768081665
12;0.5211886763572693;0.24920684099197388;0.499932199716568;0.2506774961948395
13;0.5223959684371948;0.24911189079284668;0.500099241733551;0.2507835328578949
14;0.5235327482223511;0.2490244209766388;0.4997718334197998;0.25086337327957153
15;0.5245203375816345;0.2489423006772995;0.4998897910118103;0.2509688138961792
16;0.5253599882125854;0.24887357652187347;0.49995389580726624;0.25101974606513977
17;0.5260366201400757;0.24881182610988617;0.5000066757202148;0.251110702753067
18;0.5266913771629333;0.24875374138355255;0.5000330209732056;0.25117066502571106
19;0.5271596312522888;0.24870766699314117;0.4999964237213135;0.2512267231941223
20;0.527652382850647;0.2486625611782074;0.49992427229881287;0.25126102566719055
21;0.5280007123947144;0.24862393736839294;0.4999092221260071;0.2512986660003662
22;0.5283654928207397;0.24858886003494263;0.4999661147594452;0.2513878047466278
23;0.5287464261054993;0.24855834245681763;0.4999794065952301;0.2513900399208069
24;0.5290531516075134;0.24852658808231354;0.5000268816947937;0.2514592409133911
25;0.5292690992355347;0.24850156903266907;0.4999699890613556;0.25150465965270996
26;0.5295220017433167;0.2484760880470276;0.4999893307685852;0.2514876425266266
27;0.5296955108642578;0.24845290184020996;0.4999524652957916;0.2515580356121063
28;0.529934287071228;0.24843403697013855;0.49994486570358276;0.25156646966934204
29;0.530114471912384;0.24841442704200745;0.4999850392341614;0.2515850365161896
30;0.5303440690040588;0.24839524924755096;0.49999839067459106;0.25162893533706665
31;0.5304595828056335;0.2483789324760437;0.49991685152053833;0.25164341926574707
32;0.5306090116500854;0.24836210906505585;0.499886155128479;0.25165489315986633
33;0.5307148098945618;0.24834755063056946;0.4999966025352478;0.2517017126083374
34;0.5308903455734253;0.2483348250389099;0.4999026656150818;0.2517021894454956
35;0.5309799909591675;0.24832040071487427;0.5000357031822205;0.2517220973968506
36;0.5310996770858765;0.24830755591392517;0.49986913800239563;0.2517468333244324
37;0.5311647057533264;0.24829645454883575;0.49993520975112915;0.2517387866973877
38;0.5312543511390686;0.24828749895095825;0.4999709129333496;0.2517830729484558
39;0.5314067602157593;0.2482733577489853;0.49992063641548157;0.25174975395202637
40;0.5314552187919617;0.2482646256685257;0.4999121129512787;0.2517932653427124
41;0.5315581560134888;0.2482534945011139;0.49986720085144043;0.2517801821231842
42;0.5316654443740845;0.24824324250221252;0.4999387860298157;0.25184938311576843
43;0.5317363739013672;0.24823451042175293;0.49995407462120056;0.2518846094608307
44;0.5318210124969482;0.2482241690158844;0.49984660744667053;0.25188061594963074
45;0.5318756103515625;0.24821390211582184;0.49999117851257324;0.2518842816352844
46;0.5319586396217346;0.2482069432735443;0.49984586238861084;0.25188955664634705
47;0.5320205092430115;0.24819810688495636;0.49997109174728394;0.2518935203552246
48;0.5320901870727539;0.24818897247314453;0.49994224309921265;0.25193285942077637
49;0.5321800708770752;0.24818283319473267;0.49991658329963684;0.2518966794013977
50;0.5322351455688477;0.24817533791065216;0.5000333786010742;0.25191134214401245
51;0.5322611331939697;0.2481672465801239;0.49994754791259766;0.2519054114818573
52;0.5322974324226379;0.24816054105758667;0.5000730156898499;0.2519367039203644
53;0.5324084758758545;0.248152956366539;0.5000072717666626;0.2519359290599823
54;0.53239905834198;0.2481478750705719;0.4999063014984131;0.25200074911117554
55;0.532453179359436;0.24813926219940186;0.4999925196170807;0.25194236636161804
56;0.5325291752815247;0.24813421070575714;0.499942809343338;0.2519770860671997
57;0.5325531959533691;0.24812711775302887;0.4999367296695709;0.2519497871398926
58;0.5326052308082581;0.2481224089860916;0.49996015429496765;0.2520239055156708
59;0.5326634049415588;0.24811698496341705;0.4999036192893982;0.25200513005256653
60;0.5327154397964478;0.24811038374900818;0.4998631775379181;0.2520081102848053
61;0.5327162742614746;0.24810530245304108;0.4998655617237091;0.25199323892593384
62;0.5327224135398865;0.2481006681919098;0.5000135898590088;0.25201836228370667
63;0.5327740907669067;0.24809564650058746;0.49990469217300415;0.2520388662815094
64;0.5328100323677063;0.24809034168720245;0.5000331997871399;0.2520388066768646
65;0.5328994393348694;0.24808365106582642;0.4998910129070282;0.25207608938217163
66;0.5328661799430847;0.2480817586183548;0.5000303387641907;0.25203439593315125
67;0.5329352021217346;0.24807564914226532;0.4999830424785614;0.2520669400691986
68;0.5329585671424866;0.24806906282901764;0.49996545910835266;0.2520304322242737
69;0.5329763293266296;0.24806645512580872;0.49998319149017334;0.2520154118537903
70;0.5329912900924683;0.24806305766105652;0.5000301003456116;0.2520688772201538
71;0.5330022573471069;0.2480577528476715;0.49996986985206604;0.25206446647644043
72;0.5330323576927185;0.24805352091789246;0.5000520944595337;0.2520787715911865
