epoch;custom_accuracy;custom_loss;loss;val_custom_accuracy;val_custom_loss;val_loss
0;0.7660807967185974;14.970855712890625;0.12402959913015366;0.8070616126060486;12.348062515258789;0.11233139783143997
1;0.8503981232643127;9.574478149414062;0.09006102383136749;0.8819174766540527;7.557281970977783;0.07194051146507263
2;0.8939744234085083;6.785656452178955;0.0654580369591713;0.9040888547897339;6.13834285736084;0.05818009376525879
3;0.9053934216499329;6.054797649383545;0.06025635451078415;0.9093440175056458;5.801983833312988;0.05830693244934082
4;0.9034291505813599;6.180522441864014;0.06434063613414764;0.9124343991279602;5.604196071624756;0.056212253868579865
5;0.9078511595726013;5.897552013397217;0.060808271169662476;0.8668613433837891;8.52087688446045;0.09839274734258652
6;0.9076225757598877;5.912105083465576;0.06116201728582382;0.9160667657852173;5.3717451095581055;0.05261673778295517
7;0.9134118556976318;5.541662216186523;0.05528058111667633;0.894050657749176;6.7807297706604;0.07437226176261902
8;0.9043254256248474;6.123231887817383;0.06438037008047104;0.8919979333877563;6.912151336669922;0.07663686573505402
9;0.905941367149353;6.019694805145264;0.06291118264198303;0.8025879263877869;12.634393692016602;0.16399894654750824
10;0.8774440884590149;7.84362268447876;0.09104647487401962;0.8969525694847107;6.595032691955566;0.07205426692962646
11;0.9018274545669556;6.282999515533447;0.06693145632743835;0.9110190272331238;5.694790840148926;0.05796283856034279
12;0.9110457897186279;5.69309139251709;0.057701293379068375;0.9101095199584961;5.7529802322387695;0.05842793732881546
13;0.9143547415733337;5.481245040893555;0.05437973141670227;0.8376376032829285;10.391189575195312;0.12548883259296417
14;0.9080994129180908;5.881626129150391;0.06056775525212288;0.9104178547859192;5.733249187469482;0.05862020328640938
15;0.9128789901733398;5.575690746307373;0.055892255157232285;0.9166111946105957;5.336903095245361;0.052347343415021896
16;0.9093351364135742;5.802506446838379;0.059440430253744125;0.9026418328285217;6.230925559997559;0.06634346395730972
17;0.9025538563728333;6.236504077911377;0.06615164875984192;0.8744484186172485;8.03531265258789;0.09443257004022598
18;0.8967603445053101;6.607293605804443;0.07202128320932388;0.9074376821517944;5.923957824707031;0.06153641268610954
19;0.9099528789520264;5.763038635253906;0.05881322920322418;0.869905412197113;8.326066970825195;0.09769698977470398
20;0.9079146981239319;5.893447399139404;0.06091104447841644;0.9041911959648132;6.131765842437744;0.06443551182746887
21;0.9110227823257446;5.69450569152832;0.05786105617880821;0.9162504076957703;5.360002040863037;0.05270148441195488
22;0.9131958484649658;5.555498123168945;0.055605240166187286;0.9145054817199707;5.471627235412598;0.05433616787195206
23;0.9143072962760925;5.484394073486328;0.05456339195370674;0.9148849248886108;5.447404861450195;0.054045118391513824
24;0.9147019982337952;5.459057331085205;0.05430286005139351;0.9114638566970825;5.666274547576904;0.05764370411634445
25;0.920096218585968;5.113827228546143;0.052470434457063675;0.9296318292617798;4.503575801849365;0.04673883691430092
26;0.9271665811538696;4.661349773406982;0.05119875445961952;0.9305449724197388;4.4451518058776855;0.049912478774785995
27;0.9320805072784424;4.346847057342529;0.04858667775988579;0.9339929819107056;4.224440574645996;0.046689458191394806
28;0.9376662969589233;3.989330768585205;0.042916905134916306;0.9382311701774597;3.9532361030578613;0.0424007885158062
29;0.937227725982666;4.017360687255859;0.04334418848156929;0.9407098293304443;3.794609308242798;0.03995637223124504
30;0.9397402405738831;3.8566694259643555;0.04125527665019035;0.9444698095321655;3.553900718688965;0.03791608661413193
31;0.9435895681381226;3.6102428436279297;0.042342521250247955;0.9454003572463989;3.494328022003174;0.042684685438871384
32;0.9443249702453613;3.563174247741699;0.04403175041079521;0.9321221709251404;4.344173431396484;0.05637462064623833
33;0.9313393831253052;4.394260406494141;0.05825701728463173;0.9202093482017517;5.106601238250732;0.07192232459783554
34;0.9496806859970093;3.2204480171203613;0.042939383536577225;0.9314163327217102;4.3893585205078125;0.06205549091100693
35;0.9590322375297546;2.621966600418091;0.03692220151424408;0.9620481729507446;2.4289300441741943;0.03418711945414543
36;0.9454396963119507;3.49188232421875;0.0506894513964653;0.9412341713905334;3.761012077331543;0.05504583194851875
37;0.9449973106384277;3.520108461380005;0.052906718105077744;0.9427199959754944;3.6659278869628906;0.0572582483291626
38;0.9433006644248962;3.6287665367126465;0.056783195585012436;0.9439506530761719;3.587162733078003;0.05608254298567772
39;0.9406328797340393;3.7994742393493652;0.05925422161817551;0.9254722595214844;4.769744873046875;0.07444412261247635
40;0.9304988384246826;4.448097229003906;0.0694328248500824;0.9402645230293274;3.823070764541626;0.059752222150564194
41;0.9396651387214661;3.861443042755127;0.06029151752591133;0.9327991008758545;4.300878047943115;0.06720300018787384
42;0.9254786372184753;4.769396781921387;0.07444722950458527;0.9293004274368286;4.524807453155518;0.07070910185575485
43;0.9256967306137085;4.75540018081665;0.07425646483898163;0.9314607381820679;4.386517524719238;0.06851896643638611
44;0.9335545897483826;4.25253963470459;0.06640166789293289;0.9256956577301025;4.755448818206787;0.0742902159690857
45;0.9295080900192261;4.511513710021973;0.07045768946409225;0.925002932548523;4.799878120422363;0.07500675320625305
46;0.924719512462616;4.817976474761963;0.07524979114532471;0.9250270128250122;4.79823112487793;0.0749749094247818
47;0.9250339269638062;4.797788619995117;0.0749470517039299;0.9252781867980957;4.782176494598389;0.07472367584705353
48;0.9194512367248535;5.155107021331787;0.0805143266916275;0.9132980108261108;5.548920154571533;0.08670371770858765
49;0.913436770439148;5.540053844451904;0.08654417842626572;0.9136825799942017;5.5243239402771;0.08631935715675354
50;0.9190312623977661;5.182001113891602;0.08093833178281784;0.9197356700897217;5.1368632316589355;0.08018191903829575
51;0.9248523712158203;4.8094706535339355;0.07509803026914597;0.9254255294799805;4.772776126861572;0.07454311102628708
52;0.9284800887107849;4.57729434967041;0.07144487649202347;0.9368494749069214;4.041642665863037;0.06315401196479797
53;0.9397585988044739;3.85542893409729;0.06019429862499237;0.943825900554657;3.5951600074768066;0.05617830157279968
54;0.9434854388237;3.616957187652588;0.05646957457065582;0.9438199400901794;3.5955440998077393;0.05618280544877052
55;0.9437291622161865;3.601377248764038;0.05625946447253227;0.94382643699646;3.5951032638549805;0.05617634952068329
56;0.944053590297699;3.5806236267089844;0.05588926374912262;0.9481212496757507;3.320194721221924;0.0518396832048893
57;0.9482150673866272;3.3142201900482178;0.05175347253680229;0.9469848275184631;3.3929600715637207;0.05301734805107117
58;0.9468929767608643;3.3988170623779297;0.05309241637587547;0.9470033049583435;3.3917973041534424;0.052998170256614685
59;0.9442600011825562;3.5673296451568604;0.05571182444691658;0.9411378502845764;3.767164707183838;0.058863479644060135
60;0.942360520362854;3.688884973526001;0.05760885402560234;0.9470051527023315;3.3916685581207275;0.05299573019146919
61;0.9419370293617249;3.716007947921753;0.05804381147027016;0.9397907257080078;3.8534326553344727;0.059999145567417145
62;0.9373315572738647;4.010879039764404;0.06264091283082962;0.9384599328041077;3.9385340213775635;0.06153993308544159
63;0.9382875561714172;3.949613332748413;0.06168731674551964;0.9378098249435425;3.980142593383789;0.06218321993947029
64;0.9380989074707031;3.9616987705230713;0.06188444048166275;0.9386482238769531;3.9265494346618652;0.061341479420661926
65;0.9361425042152405;4.086915016174316;0.06384078413248062;0.9330927729606628;4.282065391540527;0.06690657138824463
66;0.9329400658607483;4.291858196258545;0.06703703105449677;0.9330689907073975;4.283552169799805;0.06692550331354141
67;0.9323644042015076;4.328720569610596;0.06762146949768066;0.9332178235054016;4.274057865142822;0.06678176671266556
68;0.9363470077514648;4.073823928833008;0.06353422999382019;0.9406801462173462;3.7964813709259033;0.05932136997580528
69;0.9422988295555115;3.692906618118286;0.05768001452088356;0.9465314745903015;3.4219605922698975;0.05346537008881569
70;0.9464797377586365;3.425269603729248;0.053505491465330124;0.9465808272361755;3.418835401535034;0.05341995134949684
71;0.9464097023010254;3.4297683238983154;0.05356557294726372;0.9465747475624084;3.419264554977417;0.05342588573694229
72;0.9464688301086426;3.4260008335113525;0.05351458117365837;0.9465599060058594;3.4201853275299072;0.053437989205121994
73;0.9464346170425415;3.4281904697418213;0.053546592593193054;0.9465659260749817;3.419818639755249;0.05343196168541908
74;0.9464650750160217;3.426274299621582;0.05351850762963295;0.9465854167938232;3.4185147285461426;0.05341450497508049
75;0.9464597105979919;3.4265708923339844;0.053519509732723236;0.9465787410736084;3.4190139770507812;0.053420551121234894
76;0.9463834762573242;3.4314446449279785;0.05359825864434242;0.94583660364151;3.4664299488067627;0.05416075885295868
77;0.9460542798042297;3.4525299072265625;0.05392571911215782;0.9465734362602234;3.419342041015625;0.05342455208301544
78;0.9464932680130005;3.424454927444458;0.05349390208721161;0.9465653896331787;3.4198145866394043;0.053430281579494476
79;0.9464225769042969;3.4289538860321045;0.05355331301689148;0.9459802508354187;3.4572372436523438;0.05388105660676956
80;0.9465155601501465;3.422964096069336;0.053471729159355164;0.9465764164924622;3.419167995452881;0.053422026336193085
81;0.9465776681900024;3.41907000541687;0.053406331688165665;0.9467951655387878;3.405108690261841;0.05319735407829285
82;0.9467785954475403;3.4061310291290283;0.05320402607321739;0.9469500780105591;3.3951914310455322;0.053048282861709595
83;0.9468373656272888;3.402367353439331;0.05314447358250618;0.9469358325004578;3.3960421085357666;0.05305900424718857
84;0.9512526392936707;3.1197736263275146;0.04862358793616295;0.953018844127655;3.006770610809326;0.046992331743240356
85;0.9529139995574951;3.0134196281433105;0.04707677662372589;0.9529924988746643;3.0085039138793945;0.0470084547996521
