epoch;custom_accuracy;custom_loss;loss;val_custom_accuracy;val_custom_loss;val_loss
0;0.5000401735305786;31.99742889404297;0.2500227391719818;0.4999793469905853;32.00132369995117;0.2500010132789612
1;0.5003945231437683;31.974750518798828;0.25000128149986267;0.5000400543212891;31.9974365234375;0.2500029504299164
2;0.5006577372550964;31.95790672302246;0.2500010132789612;0.49994850158691406;32.0032958984375;0.25000330805778503
3;0.5009607076644897;31.938514709472656;0.24999944865703583;0.5000439882278442;31.99718475341797;0.25000715255737305
4;0.5015557408332825;31.900432586669922;0.24999310076236725;0.500221848487854;31.985803604125977;0.25000903010368347
5;0.5023787617683411;31.84776496887207;0.24997930228710175;0.5002914071083069;31.98134994506836;0.25001075863838196
6;0.5033783316612244;31.783784866333008;0.24995915591716766;0.5003653168678284;31.976621627807617;0.2500194013118744
7;0.5043726563453674;31.720144271850586;0.24993431568145752;0.5004771947860718;31.96946144104004;0.2500341236591339
8;0.5054631233215332;31.65036392211914;0.24990428984165192;0.5006240606307983;31.960063934326172;0.25004544854164124
9;0.5064262747764587;31.588712692260742;0.24987271428108215;0.5006206035614014;31.960283279418945;0.2500709295272827
10;0.5072598457336426;31.535375595092773;0.2498411238193512;0.5006603598594666;31.957738876342773;0.25009819865226746
11;0.5079460144042969;31.491455078125;0.24981071054935455;0.500746488571167;31.952224731445312;0.25011003017425537
12;0.5085710883140564;31.451452255249023;0.24978239834308624;0.5007793307304382;31.950122833251953;0.25014063715934753
13;0.5091299414634705;31.41568374633789;0.24975714087486267;0.5008394718170166;31.946271896362305;0.25015103816986084
14;0.5095286965370178;31.390169143676758;0.24973464012145996;0.5009683966636658;31.938020706176758;0.2501867115497589
15;0.5098857283592224;31.36731719970703;0.2497139871120453;0.5008543133735657;31.94532585144043;0.25020113587379456
16;0.5101637244224548;31.349517822265625;0.2496960163116455;0.500872015953064;31.94419288635254;0.250211238861084
17;0.5104954838752747;31.32828140258789;0.24967943131923676;0.5008883476257324;31.943145751953125;0.2502329647541046
18;0.5106201767921448;31.320308685302734;0.2496635913848877;0.5008652210235596;31.944623947143555;0.250243216753006
19;0.5109081268310547;31.301881790161133;0.24964860081672668;0.5010666847229004;31.93173599243164;0.2502470314502716
20;0.511072039604187;31.29139518737793;0.2496364861726761;0.501000165939331;31.935989379882812;0.2502586543560028
21;0.5112215876579285;31.28181266784668;0.24962562322616577;0.5010284781455994;31.934173583984375;0.25027143955230713
22;0.5113022327423096;31.276662826538086;0.2496153861284256;0.5010349750518799;31.933759689331055;0.25029268860816956
23;0.5114907026290894;31.264589309692383;0.24960698187351227;0.5010655522346497;31.931804656982422;0.25029027462005615
24;0.5115528106689453;31.260623931884766;0.24959877133369446;0.5011549592018127;31.926082611083984;0.25029388070106506
25;0.5116516351699829;31.254295349121094;0.24959099292755127;0.5011029839515686;31.929407119750977;0.25031012296676636
26;0.5116994976997375;31.251232147216797;0.24958360195159912;0.5011042356491089;31.92932891845703;0.2503056526184082
27;0.5118014812469482;31.244712829589844;0.24957787990570068;0.5010561943054199;31.932403564453125;0.25032365322113037
28;0.511815071105957;31.243854522705078;0.24957261979579926;0.5011012554168701;31.929513931274414;0.2503342628479004
29;0.5118425488471985;31.242080688476562;0.24956747889518738;0.5012326836585999;31.921110153198242;0.2503353953361511
30;0.5119014382362366;31.23831558227539;0.24956227838993073;0.501125693321228;31.92795753479004;0.25033387541770935
31;0.5119827389717102;31.233108520507812;0.24955612421035767;0.5011935830116272;31.92360496520996;0.2503420412540436
32;0.5120289921760559;31.230134963989258;0.24955123662948608;0.5011944770812988;31.923551559448242;0.2503530979156494
33;0.5120733976364136;31.227298736572266;0.24954628944396973;0.5011997818946838;31.923213958740234;0.25035321712493896
34;0.5121086239814758;31.225053787231445;0.2495427131652832;0.5012488961219788;31.920068740844727;0.25036606192588806
35;0.5121684074401855;31.221214294433594;0.2495383769273758;0.5012476444244385;31.920148849487305;0.25036466121673584
36;0.5121390223503113;31.223098754882812;0.24953480064868927;0.5012139081954956;31.922304153442383;0.25036248564720154
37;0.5121999979019165;31.219209671020508;0.24953116476535797;0.501204788684845;31.922893524169922;0.2503773272037506
38;0.5122581720352173;31.215465545654297;0.2495286464691162;0.5012773871421814;31.91823959350586;0.25037315487861633
39;0.5122524499893188;31.215845108032227;0.24952523410320282;0.5012005567550659;31.92316246032715;0.25037655234336853
40;0.5122939348220825;31.21318244934082;0.24952206015586853;0.501116931438446;31.92851448059082;0.2503819167613983
41;0.5122734904289246;31.214496612548828;0.24951933324337006;0.5011686682701111;31.92520523071289;0.2503896653652191
42;0.512288510799408;31.21353530883789;0.2495170682668686;0.5012281537055969;31.921398162841797;0.25038355588912964
43;0.512330949306488;31.21082878112793;0.24951432645320892;0.5011777281761169;31.924631118774414;0.2503873407840729
44;0.5123657584190369;31.20859718322754;0.2495114952325821;0.5012610554695129;31.919296264648438;0.25038665533065796
45;0.5123348832130432;31.21056365966797;0.24950799345970154;0.501276433467865;31.918312072753906;0.2503940761089325
46;0.512376606464386;31.207901000976562;0.24950556457042694;0.501248836517334;31.920080184936523;0.25040432810783386
47;0.5123969316482544;31.206586837768555;0.24950282275676727;0.5013176798820496;31.915668487548828;0.2503942847251892
48;0.5124027729034424;31.206226348876953;0.24950146675109863;0.5012360215187073;31.9208927154541;0.25040486454963684
49;0.512405514717102;31.20604705810547;0.2494993358850479;0.5012245774269104;31.921627044677734;0.2504007816314697
50;0.5124207735061646;31.205066680908203;0.24949662387371063;0.501274824142456;31.918411254882812;0.2504018247127533
